IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
151123319,MISSING PERSON,MISSING ADULT,Wednesday,12/30/2015,13:31,SOUTHERN,NONE,700 Block of MARKET ST,-122.405359371753,37.7859774761625,"(37.7859774761625, -122.405359371753)",15112331974000
166001120,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,13:30,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,"(37.7249307267936, -122.444707063455)",16600112006372
151124602,MISSING PERSON,MISSING ADULT,Wednesday,12/30/2015,13:30,SOUTHERN,NONE,2ND ST / MISSION ST,-122.399802145799,37.7880065324392,"(37.7880065324392, -122.399802145799)",15112460274000
151124602,MISSING PERSON,FOUND PERSON,Wednesday,12/30/2015,13:30,SOUTHERN,NONE,2ND ST / MISSION ST,-122.399802145799,37.7880065324392,"(37.7880065324392, -122.399802145799)",15112460275000
151123858,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,12/30/2015,13:27,NORTHERN,NONE,0 Block of PEACE PZ,-122.429629258891,37.7848966681924,"(37.7848966681924, -122.429629258891)",15112385806362
151122979,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,12/30/2015,13:25,BAYVIEW,"ARREST, BOOKED",JERROLD AV / 3RD ST,-122.389310644607,37.738741839511,"(37.738741839511, -122.389310644607)",15112297965015
151123068,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,12/30/2015,13:14,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15112306865010
151123068,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,12/30/2015,13:14,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15112306862050
151123927,NON-CRIMINAL,AIDED CASE,Wednesday,12/30/2015,13:13,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524,"(37.7122561827524, -122.417107986993)",15112392751040
151122941,ASSAULT,BATTERY,Wednesday,12/30/2015,13:13,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.401817240144,37.788440503956,"(37.788440503956, -122.401817240144)",15112294104134
151122963,NON-CRIMINAL,AIDED CASE,Wednesday,12/30/2015,13:10,NORTHERN,NONE,1100 Block of FRANCISCO ST,-122.42412350881,37.8033613356362,"(37.8033613356362, -122.42412350881)",15112296351040
169001068,VEHICLE THEFT,STOLEN TRAILER,Wednesday,12/30/2015,13:08,SOUTHERN,NONE,800 Block of 4TH ST,-122.393639372258,37.776093536623,"(37.776093536623, -122.393639372258)",16900106807024
151096681,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,12/30/2015,13:07,BAYVIEW,"ARREST, BOOKED",LANE ST / PALOU AV,-122.389038124217,37.732919999818,"(37.732919999818, -122.389038124217)",15109668165010
151123018,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,12/30/2015,13:03,MISSION,NONE,500 Block of CASTRO ST,-122.434994783089,37.7600697106567,"(37.7600697106567, -122.434994783089)",15112301864020
160008914,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,12/30/2015,13:00,TARAVAL,NONE,GREAT HY / SLOAT BL,-122.506714460434,37.735465762973,"(37.735465762973, -122.506714460434)",16000891406224
151122913,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,12/30/2015,13:00,TARAVAL,"ARREST, BOOKED",SUNSET BL / RIVERA ST,-122.494702918296,37.7459489223586,"(37.7459489223586, -122.494702918296)",15112291365016
151123591,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,13:00,RICHMOND,NONE,FULTON ST / 16TH AV,-122.474551665768,37.7730107051805,"(37.7730107051805, -122.474551665768)",15112359106244
160008914,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,12/30/2015,13:00,TARAVAL,NONE,GREAT HY / SLOAT BL,-122.506714460434,37.735465762973,"(37.735465762973, -122.506714460434)",16000891409320
160034414,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,12/30/2015,13:00,PARK,NONE,1900 Block of PAGE ST,-122.452896022151,37.7701501507955,"(37.7701501507955, -122.452896022151)",16003441471010
151122838,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,12/30/2015,12:40,NORTHERN,NONE,2200 Block of LOMBARD ST,-122.43850831913,37.7994111027248,"(37.7994111027248, -122.43850831913)",15112283828160
151122872,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,12/30/2015,12:33,BAYVIEW,"ARREST, BOOKED",23RD ST / DAKOTA ST,-122.396716088144,37.7548598828425,"(37.7548598828425, -122.396716088144)",15112287216030
151122872,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,12/30/2015,12:33,BAYVIEW,"ARREST, BOOKED",23RD ST / DAKOTA ST,-122.396716088144,37.7548598828425,"(37.7548598828425, -122.396716088144)",15112287216650
151122872,NON-CRIMINAL,SEARCH WARRANT SERVICE,Wednesday,12/30/2015,12:33,BAYVIEW,"ARREST, BOOKED",23RD ST / DAKOTA ST,-122.396716088144,37.7548598828425,"(37.7548598828425, -122.396716088144)",15112287275025
151122929,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Wednesday,12/30/2015,12:32,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.447526215895,37.7116676649678,"(37.7116676649678, -122.447526215895)",15112292915041
151122929,NON-CRIMINAL,COURTESY REPORT,Wednesday,12/30/2015,12:32,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.447526215895,37.7116676649678,"(37.7116676649678, -122.447526215895)",15112292968030
156312846,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,12:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15631284606244
156312761,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,12:30,NORTHERN,NONE,GROVE ST / STEINER ST,-122.433029915448,37.7765501954051,"(37.7765501954051, -122.433029915448)",15631276106244
160031222,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,12:30,INGLESIDE,NONE,300 Block of ELLIOT ST,-122.411528335395,37.7140433526156,"(37.7140433526156, -122.411528335395)",16003122206241
151122775,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,12/30/2015,12:25,MISSION,"ARREST, BOOKED",18TH ST / CASTRO ST,-122.435002864298,37.7608878061194,"(37.7608878061194, -122.435002864298)",15112277564002
151123002,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,12:20,NORTHERN,NONE,OAK ST / STEINER ST,-122.432469285221,37.7737575247075,"(37.7737575247075, -122.432469285221)",15112300206244
151123137,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,12:15,RICHMOND,NONE,2000 Block of POST ST,-122.435575820196,37.784892281882,"(37.784892281882, -122.435575820196)",15112313706244
166002548,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,12:00,NORTHERN,NONE,FELL ST / BUCHANAN ST,-122.427727138394,37.7753157578409,"(37.7753157578409, -122.427727138394)",16600254806372
160042150,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,12/30/2015,12:00,TARAVAL,NONE,1300 Block of 9TH AV,-122.466175257158,37.7630911994124,"(37.7630911994124, -122.466175257158)",16004215009320
160002085,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,12/30/2015,12:00,BAYVIEW,NONE,300 Block of CHANNEL ST,-122.399876385379,37.7689873298733,"(37.7689873298733, -122.399876385379)",16000208505073
151126852,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,12/30/2015,12:00,NORTHERN,NONE,2400 Block of GREENWICH ST,-122.439981974141,37.7983726368466,"(37.7983726368466, -122.439981974141)",15112685271010
160023122,FRAUD,FRAUDULENT CREDIT APPLICATION,Wednesday,12/30/2015,12:00,NORTHERN,NONE,1700 Block of BEACH ST,-122.438656503133,37.80421202393,"(37.80421202393, -122.438656503133)",16002312209340
160042150,NON-CRIMINAL,LOST PROPERTY,Wednesday,12/30/2015,12:00,TARAVAL,NONE,1300 Block of 9TH AV,-122.466175257158,37.7630911994124,"(37.7630911994124, -122.466175257158)",16004215071000
160074404,KIDNAPPING,FALSE IMPRISONMENT,Wednesday,12/30/2015,12:00,INGLESIDE,NONE,0 Block of COTTER ST,-122.433906686698,37.7277213848716,"(37.7277213848716, -122.433906686698)",16007440426142
151124878,NON-CRIMINAL,LOST PROPERTY,Wednesday,12/30/2015,12:00,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",15112487871000
160020128,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,12/30/2015,12:00,MISSION,NONE,2500 Block of FOLSOM ST,-122.414532039691,37.7564790387047,"(37.7564790387047, -122.414532039691)",16002012809029
160074404,"SEX OFFENSES, FORCIBLE","ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",Wednesday,12/30/2015,12:00,INGLESIDE,NONE,0 Block of COTTER ST,-122.433906686698,37.7277213848716,"(37.7277213848716, -122.433906686698)",16007440414052
160018399,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,12/30/2015,12:00,RICHMOND,NONE,600 Block of 12TH AV,-122.470295051017,37.7759942821838,"(37.7759942821838, -122.470295051017)",16001839905043
160014240,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,12/30/2015,12:00,PARK,NONE,0 Block of BALCETA AV,-122.456675599847,37.7458481086351,"(37.7458481086351, -122.456675599847)",16001424009029
151124878,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Wednesday,12/30/2015,12:00,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",15112487809250
151124232,FRAUD,DEFRAUDING AN INNKEEPER,Wednesday,12/30/2015,12:00,NORTHERN,NONE,3700 Block of BUCHANAN ST,-122.433699281627,37.8045519866135,"(37.8045519866135, -122.433699281627)",15112423227010
160014240,FRAUD,FRAUDULENT CREDIT APPLICATION,Wednesday,12/30/2015,12:00,PARK,NONE,0 Block of BALCETA AV,-122.456675599847,37.7458481086351,"(37.7458481086351, -122.456675599847)",16001424009340
160009570,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,12/30/2015,12:00,TARAVAL,NONE,2500 Block of NORIEGA ST,-122.490944359836,37.7535477247351,"(37.7535477247351, -122.490944359836)",16000957028165
160074404,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Wednesday,12/30/2015,12:00,INGLESIDE,NONE,0 Block of COTTER ST,-122.433906686698,37.7277213848716,"(37.7277213848716, -122.433906686698)",16007440402004
156313480,NON-CRIMINAL,LOST PROPERTY,Wednesday,12/30/2015,12:00,NORTHERN,NONE,0 Block of CULEBRA TR,-122.422160076815,37.8022822489267,"(37.8022822489267, -122.422160076815)",15631348071000
160001112,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,11:45,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",16000111206372
160001112,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,12/30/2015,11:45,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",16000111209320
151122769,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,12/30/2015,11:38,SOUTHERN,NONE,700 Block of BRANNAN ST,-122.403014839521,37.7732790114242,"(37.7732790114242, -122.403014839521)",15112276928100
151122587,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,12/30/2015,11:31,MISSION,NONE,2200 Block of MISSION ST,-122.419212198636,37.7610244167023,"(37.7610244167023, -122.419212198636)",15112258706362
151123159,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,11:30,CENTRAL,NONE,BAY ST / KEARNY ST,-122.407149304657,37.806426731679,"(37.806426731679, -122.407149304657)",15112315906244
151122606,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,12/30/2015,11:30,NORTHERN,"ARREST, CITED",GEARY BL / LAGUNA ST,-122.427991151911,37.7849531241612,"(37.7849531241612, -122.427991151911)",15112260665016
151126379,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Wednesday,12/30/2015,11:20,NORTHERN,NONE,1400 Block of WEBSTER ST,-122.431240435829,37.7840280157969,"(37.7840280157969, -122.431240435829)",15112637909024
151122731,ASSAULT,THREATS AGAINST LIFE,Wednesday,12/30/2015,11:14,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917,"(37.7822458223917, -122.446612978839)",15112273119057
151122731,TRESPASS,TRESPASSING,Wednesday,12/30/2015,11:14,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917,"(37.7822458223917, -122.446612978839)",15112273127195
151122731,ASSAULT,BATTERY WITH SERIOUS INJURIES,Wednesday,12/30/2015,11:14,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917,"(37.7822458223917, -122.446612978839)",15112273104136
151122468,MISSING PERSON,FOUND PERSON,Wednesday,12/30/2015,11:08,SOUTHERN,NONE,1200 Block of MISSION ST,-122.413583483648,37.7770436202636,"(37.7770436202636, -122.413583483648)",15112246875000
151123325,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,11:00,SOUTHERN,NONE,700 Block of CLEMENTINA ST,-122.411356634079,37.7747632385271,"(37.7747632385271, -122.411356634079)",15112332506243
151122515,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Wednesday,12/30/2015,11:00,TARAVAL,NONE,100 Block of SANTAANA AV,-122.467975728929,37.7339735510389,"(37.7339735510389, -122.467975728929)",15112251505082
151125854,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,12/30/2015,11:00,INGLESIDE,NONE,700 Block of GATES ST,-122.414449596212,37.7340387867203,"(37.7340387867203, -122.414449596212)",15112585407021
156312749,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,11:00,NORTHERN,NONE,FULTON ST / STEINER ST,-122.433220475299,37.7774892652621,"(37.7774892652621, -122.433220475299)",15631274906244
166002811,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,11:00,CENTRAL,NONE,SUTTER ST / LEAVENWORTH ST,-122.415186938172,37.7883866790789,"(37.7883866790789, -122.415186938172)",16600281106372
151123698,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,12/30/2015,11:00,BAYVIEW,NONE,SAN BRUNO AV / SILLIMAN ST,-122.405088367432,37.7312386570741,"(37.7312386570741, -122.405088367432)",15112369806113
166006192,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,12/30/2015,11:00,TARAVAL,NONE,1800 Block of 20TH AV,-122.477411389725,37.7532461514612,"(37.7532461514612, -122.477411389725)",16600619206374
166011981,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,12/30/2015,11:00,SOUTHERN,NONE,200 Block of RHODEISLAND ST,-122.402675805943,37.7667155437407,"(37.7667155437407, -122.402675805943)",16601198106374
151122543,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,12/30/2015,10:53,SOUTHERN,NONE,1200 Block of MISSION ST,-122.413583483648,37.7770436202636,"(37.7770436202636, -122.413583483648)",15112254364085
151125650,WARRANTS,ENROUTE TO ADULT AUTHORITY,Wednesday,12/30/2015,10:45,MISSION,"ARREST, BOOKED",2200 Block of MARKET ST,-122.432198022433,37.7651107322703,"(37.7651107322703, -122.432198022433)",15112565062060
151125650,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,12/30/2015,10:45,MISSION,"ARREST, BOOKED",2200 Block of MARKET ST,-122.432198022433,37.7651107322703,"(37.7651107322703, -122.432198022433)",15112565005073
151125650,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,12/30/2015,10:45,MISSION,"ARREST, BOOKED",2200 Block of MARKET ST,-122.432198022433,37.7651107322703,"(37.7651107322703, -122.432198022433)",15112565006304
151125650,OTHER OFFENSES,PERJURY,Wednesday,12/30/2015,10:45,MISSION,"ARREST, BOOKED",2200 Block of MARKET ST,-122.432198022433,37.7651107322703,"(37.7651107322703, -122.432198022433)",15112565026160
151122816,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,10:30,NORTHERN,NONE,HAYES ST / STEINER ST,-122.432832799205,37.7756249672772,"(37.7756249672772, -122.432832799205)",15112281606244
166005081,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,10:30,NORTHERN,NONE,2000 Block of SUTTER ST,-122.434099467089,37.7859245785653,"(37.7859245785653, -122.434099467089)",16600508106244
151124000,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,12/30/2015,10:19,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",15112400006363
156312965,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,10:10,NORTHERN,NONE,2500 Block of LARKIN ST,-122.421230573313,37.8012959492115,"(37.8012959492115, -122.421230573313)",15631296506244
151125462,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,12/30/2015,10:07,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103,"(37.7850943210103, -122.407845374111)",15112546209320
151125462,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,12/30/2015,10:07,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103,"(37.7850943210103, -122.407845374111)",15112546209164
151123234,VEHICLE THEFT,STOLEN TRUCK,Wednesday,12/30/2015,10:00,CENTRAL,NONE,2100 Block of LEAVENWORTH ST,-122.417626725981,37.8008227529584,"(37.8008227529584, -122.417626725981)",15112323407025
166008740,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,10:00,TENDERLOIN,NONE,0 Block of GROVE ST,-122.415642487855,37.7788323158792,"(37.7788323158792, -122.415642487855)",16600874006372
166001261,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,10:00,SOUTHERN,NONE,100 Block of 10TH ST,-122.415077154938,37.7746870888435,"(37.7746870888435, -122.415077154938)",16600126106244
166002952,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,12/30/2015,10:00,CENTRAL,NONE,LEAVENWORTH ST / LURMONT TR,-122.417881172446,37.8017065781309,"(37.8017065781309, -122.417881172446)",16600295228150
160002336,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,12/30/2015,10:00,MISSION,NONE,25TH ST / YORK ST,-122.408040664274,37.7512571681369,"(37.7512571681369, -122.408040664274)",16000233607021
151122537,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,12/30/2015,09:45,RICHMOND,"ARREST, BOOKED",JOHNFKENNEDY DR / TRANSVERSE DR,-122.479893513106,37.7704927987827,"(37.7704927987827, -122.479893513106)",15112253727130
151122537,OTHER OFFENSES,CONSPIRACY,Wednesday,12/30/2015,09:45,RICHMOND,"ARREST, BOOKED",JOHNFKENNEDY DR / TRANSVERSE DR,-122.479893513106,37.7704927987827,"(37.7704927987827, -122.479893513106)",15112253726080
151122537,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,12/30/2015,09:45,RICHMOND,"ARREST, BOOKED",JOHNFKENNEDY DR / TRANSVERSE DR,-122.479893513106,37.7704927987827,"(37.7704927987827, -122.479893513106)",15112253705014
151122305,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,12/30/2015,09:31,MISSION,NONE,CESAR CHAVEZ ST / POTRERO AV,-122.405096871916,37.7491100050973,"(37.7491100050973, -122.405096871916)",15112230564020
151122612,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,12/30/2015,09:30,BAYVIEW,NONE,700 Block of UNIVERSITY ST,-122.411557888153,37.7206278240296,"(37.7206278240296, -122.411557888153)",15112261205081
151122361,WARRANTS,POST RELEASE COMMUNITY SUPERVISION,Wednesday,12/30/2015,09:20,NORTHERN,"ARREST, BOOKED",2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254,"(37.7989993135254, -122.44352039096)",15112236162072
151122361,ASSAULT,THREATS AGAINST LIFE,Wednesday,12/30/2015,09:20,NORTHERN,"ARREST, BOOKED",2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254,"(37.7989993135254, -122.44352039096)",15112236119057
151124884,NON-CRIMINAL,LOST PROPERTY,Wednesday,12/30/2015,09:00,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.410509258795,37.7860432222992,"(37.7860432222992, -122.410509258795)",15112488471000
166002281,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,09:00,NORTHERN,NONE,100 Block of LARKIN ST,-122.416607695115,37.7791387543353,"(37.7791387543353, -122.416607695115)",16600228106372
151126040,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,12/30/2015,09:00,TENDERLOIN,NONE,0 Block of GROVE ST,-122.415642487855,37.7788323158792,"(37.7788323158792, -122.415642487855)",15112604028165
151126040,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Wednesday,12/30/2015,09:00,TENDERLOIN,NONE,0 Block of GROVE ST,-122.415642487855,37.7788323158792,"(37.7788323158792, -122.415642487855)",15112604015300
151122628,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,09:00,NORTHERN,NONE,STEINER ST / SUTTER ST,-122.434920174913,37.785875202228,"(37.785875202228, -122.434920174913)",15112262806244
160055175,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Wednesday,12/30/2015,09:00,CENTRAL,NONE,700 Block of POST ST,-122.41420144235,37.7876109394648,"(37.7876109394648, -122.41420144235)",16005517509024
151122399,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,12/30/2015,08:50,CENTRAL,"ARREST, BOOKED",1100 Block of THE EMBARCADERONORTH ST,-122.40256476079,37.8047715653509,"(37.8047715653509, -122.40256476079)",15112239962050
166001255,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/30/2015,08:45,SOUTHERN,NONE,7TH ST / MARKET ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",16600125506372
151122167,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,12/30/2015,08:40,BAYVIEW,NONE,1700 Block of 26TH ST,-122.397388947833,37.7511708451997,"(37.7511708451997, -122.397388947833)",15112216764085
151122167,NON-CRIMINAL,AIDED CASE,Wednesday,12/30/2015,08:40,BAYVIEW,NONE,1700 Block of 26TH ST,-122.397388947833,37.7511708451997,"(37.7511708451997, -122.397388947833)",15112216751040
151122010,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,Wednesday,12/30/2015,08:11,MISSION,"ARREST, BOOKED",15TH ST / SAN BRUNO AV,-122.405709610192,37.7671995252945,"(37.7671995252945, -122.405709610192)",15112201027100
151122010,TRESPASS,LODGING WITHOUT PERMISSION,Wednesday,12/30/2015,08:11,MISSION,"ARREST, BOOKED",15TH ST / SAN BRUNO AV,-122.405709610192,37.7671995252945,"(37.7671995252945, -122.405709610192)",15112201027199
151124339,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,12/30/2015,07:45,TARAVAL,NONE,0 Block of MAYWOOD DR,-122.461973420401,37.7353472481491,"(37.7353472481491, -122.461973420401)",15112433905041
151122076,ASSAULT,THREATS AGAINST LIFE,Wednesday,12/30/2015,07:41,BAYVIEW,"ARREST, BOOKED",1200 Block of REVERE AV,-122.383599364346,37.7280102316098,"(37.7280102316098, -122.383599364346)",15112207619057
151121971,ASSAULT,BATTERY,Wednesday,12/30/2015,07:30,MISSION,NONE,2200 Block of MARKET ST,-122.432198022433,37.7651107322703,"(37.7651107322703, -122.432198022433)",15112197104134
151121987,MISSING PERSON,MISSING JUVENILE,Wednesday,12/30/2015,07:20,RICHMOND,NONE,700 Block of 33RD AV,-122.492903087989,37.7749629647565,"(37.7749629647565, -122.492903087989)",15112198774010
151122032,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,12/30/2015,07:19,CENTRAL,NONE,300 Block of PINE ST,-122.401296359836,37.7921175913048,"(37.7921175913048, -122.401296359836)",15112203205071
151122026,TRESPASS,TRESPASSING,Wednesday,12/30/2015,07:15,SOUTHERN,"ARREST, BOOKED",0 Block of 4TH ST,-122.404956956375,37.7851178563953,"(37.7851178563953, -122.404956956375)",15112202627195
151121937,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,12/30/2015,07:06,SOUTHERN,"ARREST, CITED",MISSION ST / SOUTH VAN NESS AV,-122.418618953339,37.7730525547653,"(37.7730525547653, -122.418618953339)",15112193765016
151121921,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,12/30/2015,07:05,SOUTHERN,"ARREST, CITED",7TH ST / HOWARD ST,-122.409391574893,37.7779765037999,"(37.7779765037999, -122.409391574893)",15112192165016
156313082,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,07:00,NORTHERN,NONE,VANNESS AV / OLIVE ST,-122.421096796936,37.7842937802977,"(37.7842937802977, -122.421096796936)",15631308206244
151124301,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,12/30/2015,07:00,BAYVIEW,NONE,JAMESTOWN AV / INGALLS ST,-122.393547202541,37.7184894490705,"(37.7184894490705, -122.393547202541)",15112430107021
151121959,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,06:50,NORTHERN,NONE,CALIFORNIA ST / STEINER ST,-122.435488624119,37.7886951990543,"(37.7886951990543, -122.435488624119)",15112195906244
151123773,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,12/30/2015,06:40,BAYVIEW,NONE,0 Block of CONNECTICUT ST,-122.397869370472,37.7657165510162,"(37.7657165510162, -122.397869370472)",15112377328160
151122480,MISSING PERSON,MISSING ADULT,Wednesday,12/30/2015,06:00,PARK,NONE,0 Block of SHRADER ST,-122.452839772389,37.7745145380854,"(37.7745145380854, -122.452839772389)",15112248074000
166000473,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/30/2015,06:00,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.421096796936,37.7842937802977,"(37.7842937802977, -122.421096796936)",16600047306244
